"code_sandre";"code_cas";"libelle";"statut";"usage_principal";"nqecma";"nqema";"pnec";"dt50";"koc";"gus";"classification";"rgsiris2018";"solubilite_mgl";"hydrolyseph7";"du_2015";"du_2017";"usage_agricole";"source";"maj";"substance_id"
"6789";"10453-89-1";Chrysanthemic acid;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";283
"2938";"142891-20-1";cinidon-éthyl;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";284
"5481";"94593-91-6";Cinosulfuron;non autorisé;Herbicides;0.0;0.0;"";"";"";"3.511440933";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";285
"2978";"99129-21-2";Clethodim;"";Herbicides;0.0;0.0;"190";"";"";"0.72185187";N Organique;"29";"5450";TS;"0.217371";"0.241396917";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";286
"6603";"38083-17-9";Climbazole;"";Fongicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";287
"2095";"105512-06-9";Clodinafop-propargyl;non autorisé;Herbicides;0.0;0.0;"2.1";"";"";"0.906330628";N Organique;"57";"4";inst;"0.06";"0.06";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";288
"5557";"82697-71-0";Clofencet-potassium;non autorisé;Régulateurs de croissance;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";289
"1868";"74115-24-5";Clofentézine;non autorisé;Insecticides;0.0;0.0;"5";"131";"1064";"2.06022856";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";290
"2017";"81777-89-1";Clomazone;"";Herbicides;0.0;0.0;"2";"45";"286";"2.551954991";N Organique;"19";"1102";TS;"0.099868";"0.100700298";désherbant légumes;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";291
"1810";"1702-17-6";Clopyralide;"";Herbicides;0.0;0.0;"1080";"11";"5";"3.437668491";N Organique;"29";"7850";stable;"0.122167";"0.129302678";débroussaillent, désherbant traitements generaux, prairies, grandes cultures;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";292
"5558";"57754-85-5";Clopyralid-olamine;non autorisé;Herbicides;0.0;0.0;"1080";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";293
"2018";"99607-70-2";Cloquintocet-mexyl;non autorisé;Herbicides;0.0;0.0;"25";"";"";-0.085585561;"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";294
"8309";"120-32-1";clorofene;"";Autres biocides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";295
"6389";"210880-92-5";Clothianidine;"";Insecticides;0.0;0.0;"0.5";"545";"160";"4.914239798";N Organique;"42";"0.304";TS;"0.051441";"0.051721785";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";296
"2585";"67-63-0";Code gelé : Alcool isopropylique;"";Autres biocides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";297
"0";"24602-86-6";Code gelé en 2007 (doulbon avec le 1811) - Tridemorph;"";Fongicides;0.0;0.0;"";"";"";"0.281728695";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";298
"5559";"33956-49-9";Codlemone;"";Insecticides;0.0;0.0;"";"";"";"";N Organique;"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";299
"5560";"67-97-0";Colecalciferol;"";Rodenticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";300
"0";"8050.09.7";colophane;"";"";0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";301
"0";"68391-01-5";composes de l'ion ammonium quaternaire, benzylalkyl en c12-c18 dimethyles, chlorures;"";Algicide;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";302
"2972";"81-81-2";Coumafène;non autorisé;Antiparasitaire;0.0;0.0;"";"";"";"1.2298033";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";303
"1682";"56-72-4";Coumaphos;non autorisé;Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";304
"2019";"5836-29-3";Coumatétralyle;non autorisé;Antiparasitaire;0.0;0.0;"";"89";"453";"2.619788735";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";305
"3334";"535-89-7";Crimidine;non autorisé;Antiparasitaire;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";306
"3285";"483-63-6";Crotamiton;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";307
"5724";"7700-17-6";Crotoxyphos;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";308
"5725";"299-86-5";Crufomate;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";309
"0";"8011-63-0";cuivre du sulfate de cuivre;"";Fongicides;0.0;0.0;"";"";"";"";N minéral;"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";310
"0";"12527-76-3";cuivre du sulfate tribasique;"";Fongicides;0.0;0.0;"";"";"";"";N minéral;"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";311
"0";"71789-22-8";cuivre du tallate de cuivre;"";Fongicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";312
"6391";"99485-76-4";Cumyluron;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";313
"5566";"420-04-2";Cyanamide;"";Régulateurs de croissance;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";314
"5565";"156-62-7";Cyanamide calcique;non autorisé;Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";315
"1137";"21725-46-2";Cyanazine;non autorisé;Herbicides;0.0;0.0;"";"";"";"2.072587184";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";316
"5726";"13067-93-1";Cyanofenphos;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";317
"5727";"2636-26-2";Cyanophos;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";318
"5567";"120116-88-3";Cyazofamide;"";Fongicides;0.0;0.0;"1.9";"";"";"0.525925825";N Organique;"60";"0.107";inst;"0.10559";"0.1125";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";319
"5568";"1134-23-2";Cycloate;non autorisé;Herbicides;0.0;0.0;"";"";"";"2.312331545";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";320
"2729";"101205-02-1";Cycloxydime;non autorisé;Herbicides;0.0;0.0;"3200";"";"";"1.558107579";T, T+, CMR;"40";"53";TS;"0.4";"0.4";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";321
"1696";"2163-69-1";Cycluron;non autorisé;Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";322
"7748";"180409-60-3";cyflufénamide;"";Fongicides;0.0;0.0;"2.4";"";"";"1.218912499";N Organique;"";"";"";"0.024977623";"0.024977623";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";323
"1681";"68359-37-5";Cyfluthrine;"";Insecticides;0.0;0.0;"0.01";"";"";-1.227279629;T, T+, CMR;"";"";"";"0.022402";"0.022536604";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";324
"5569";"122008-85-9";Cyhalofop-butyl;"";Herbicides;0.0;0.0;"6.37";"";"";-0.195773765;"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";325
"1138";"68085-85-8";Cyhalothrine;non autorisé;Insecticides;0.0;0.0;"0.002";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";326
"1139";"57966-95-7";Cymoxanil;"";Fongicides;0.0;0.0;"4.4";"8";"44";"2.128174292";N Organique;"45";"780";inst;"0.36069";"0.107759276";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";327
"1140";"52315-07-8";Cyperméthrine;"";Insecticides;0.0;0.0;"0.00008";"";"";-1.888256825;N Organique;"37";"0.009";TS;"0.034147";"0.031638139";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";328
"6629";"39515-40-7";Cyphenothrin;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";329
"5728";"22936-86-3";Cyprazine;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";330
"1680";"94361-06-5";Cyproconazole;"";Fongicides;0.0;0.0;"0.6";"48";"442";"2.27737194";T, T+, CMR;"20";"93";TS;"0.088401";"0.093857244";Fongicide céréales;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";331
"1359";"121552-61-2";Cyprodinil;"";Fongicides;0.0;0.0;"0.026";"";"";"1.269701884";N Organique;"";"";"";"0.676303";"0.677375845";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";332
"5729";"69581-33-5";Cyprofuram;"";Fongicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";333
"7801";"221667-31-8";Cyprosulfamide;"";Herbicides;0.0;0.0;"467";"";"";"";"";"";"";"";"0.099";"0.099";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";334
"2897";"66215-27-8";Cyromazine;"";Insecticides;0.0;0.0;"2.5";"";"";"1.388276692";"";"41";"13000";inst;"0.973188";"0.939610211";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";335
"5930";"42609-52-9";Daimuron;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";336
"2094";"75-99-0";Dalapon;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";337
"5596";"127-20-8";Dalapon-sodium;non autorisé;Herbicides;0.0;0.0;"";"";"";"5.908485019";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";338
"5597";"1596-84-5";Daminozide;"";Régulateurs de croissance;0.0;0.0;"755";"7";"27";"2.170749448";"";"29";"180000";TS;"4.25";"4.25";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";339
"1869";"533-74-4";Dazomet;"";Nématicides;0.0;0.0;"0.4";"";"";"";N Organique;"40";"3600";inst;"485";"665";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";340
"1143";"53-19-0";DDD 24';"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";341
"1144";"72-54-8";DDD 44';"";Métabolites;0.0;0.025;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";342
"1145";"3424-82-6";DDE 24';"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";343
"1146";"72-55-9";DDE 44';"";Métabolites;0.0;0.025;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";344
"1147";"789-02-6";DDT 24';"";Insecticides;0.0;0.025;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";345
"1148";"50-29-3";DDT 44';non autorisé;Insecticides;0.0;0.01;"";"";"";-3.891838267;"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";346
"0";"112-30-1";decane-1-ol;"";Régulateurs de croissance;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";347
"1149";"52918-63-5";Deltaméthrine;"";Insecticides;0.0;0.0;"0.0001";"";"";-3.980276686;T, T+, CMR;"57";"0.0002";inst;"0.007069";"0.022708784";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";348
"1550";"8065-48-3";Déméton;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";349
"1150";"298-03-3";Déméton-O;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";350
"1151";"867-27-6";Déméton-O-Méthyl;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";351
"6806";"25476-48-6";Demeton-O-methyl sulfone;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";352
"1152";"126-75-0";Déméton-S;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";353
"1153";"919-86-8";Demeton-S-Méthyl;non autorisé;Insecticides;0.0;0.0;"";"";"";"0.976074381";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";354
"1154";"17040-19-6";Demeton-S-methylsulfone;non autorisé;Insecticides;0.0;0.0;"";"";"";"0.976074381";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";355
"1697";"584-79-2";Depalléthrine;non autorisé;Insecticides;0.0;0.0;"";"32";"4";"5.11440933";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";356
"5730";"75463-73-9";Desbromo-bromobutide;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";357
"5750";;Desethylterbutylazine-2-hydroxy;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";358
"2980";"13684-56-5";Desmediphame;non autorisé;Herbicides;0.0;0.0;"1";"";"";-0.020664337;N Organique;"60";"7";inst;"0.221902";"0.359839319";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";359
"2738";"34123-57-4";Desméthylisoproturon;"";Métabolites;0.0;0.0;"0.32";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";360
"2737";"23576-24-1";Desmethylnorflurazon;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";361
"1155";"1014-69-3";Desmétryne;non autorisé;Herbicides;0.0;0.0;"";"";"";"1.740451254";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";362
"5920";"31393-98-3";di 1 p menthene;"";Régulateurs de croissance;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";363
"0";"34363-01-4";di-1-p-menthene;"";Antitranspirant pour végétaux ligneux;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";364
"5598";"10311-84-9";Dialiphos;non autorisé;Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";365
"1156";"2303-16-4";Diallate;non autorisé;Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";366
"1157";"333-41-5";Diazinon;"";Insecticides;0.0;0.0;"";"";"";"1.496019998";N Organique;"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";367
"1479";"96-12-8";Dibromo-1,2 chloro-3 propane;"";Nématicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";368
"1498";"106-93-4";Dibromoéthane-1,2;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";369
"1480";"1918-00-9";Dicamba;"";Herbicides;0.0;0.0;"0.5";"14";"13";"3.307790436";N Organique;"6";"250000";stable;"0.275879";"0.602107799";Herbicide EAJ en entretien pelouse et maïs;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";370
"5599";"1982-69-0";Dicamba-sodium;non autorisé;Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";371
"5731";"2463-84-5";Dicapthon;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";372
"1679";"1194-65-6";Dichlobenil;non autorisé;Herbicides;0.0;0.0;"";"93";"527";"2.516094009";N Organique;"";"";"";"6.698225";"6.698224555";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";373
"1360";"1085-98-9";Dichlofluanide;non autorisé;Fongicides;0.0;0.0;"";"";"";"0.577139112";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";374
"5600";"117-80-6";Dichlone;non autorisé;Fongicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";375
"2929";"37764-25-3";Dichlormide;"";Phytoprotecteurs;0.0;0.0;"";"8";"37";"2.196132673";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";376
"1589";"554-00-7";Dichloroaniline-2,4;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";377
"1586";"95-76-1";Dichloroaniline-3,4;"";Métabolites;0.0;0.0;"0.01625";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";378
"6225";"27134-27-6";Dichloroanilines;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";379
"1159";"97-17-6";Dichlorofenthion;non autorisé;Insecticides;0.0;0.0;"";"";"";"2.135813132";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";380
"2981";"97-23-4";Dichlorophène;non autorisé;Autres biocides;0.0;0.0;"";"";"";"0.430982993";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";381
"1486";"120-83-2";Dichlorophenol-2,4;"";Métabolites;0.0;0.0;"0.5";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";382
"1655";"78-87-5";Dichloropropane-1,2;"";Nématicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";383
"1487";"542-75-6";Dichloropropène-1,3;"";Nématicides;0.0;0.0;"1.6";"9.3";"33.7";"2.394448284";T, T+, CMR;"";"";"";"477.11503";"356.4404214";Nématicide, traitement du sol utilisé en laitue, carotte, pomme de terre;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";384
"1834";"10061-01-5";Dichloropropène-1,3 cis;"";Nématicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";385
"1835";"10061-02-6";Dichloropropène-1,3 trans;"";Nématicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";386
"1169";"120-36-5";Dichlorprop;non autorisé;Herbicides;0.0;0.0;"1.3";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";387
"5732";"57153-17-0";Dichlorprop methyl ester;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";388
"5601";"53404-31-2";Dichlorprop-butotyl;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";389
"2544";"15165-67-0";Dichlorprop-P;"";Herbicides;0.0;0.0;"1.3";"19";"44";"3.013443376";"";"7";"590";TS;"0.797759";"0.924566751";désherbant EAJ et céréales;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";390
"1170";"62-73-7";Dichlorvos;"";Insecticides;0.0;0.0;"0.0006";"";"";"0.69267905";T, T+, CMR;"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";391
"1904";"75736-33-3";Diclobutrazol;non autorisé;Fongicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";392
"5501";"40843-25-2";Diclofop;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";393
"1171";"51338-27-3";Diclofop-méthyl;non autorisé;Herbicides;0.0;0.0;"1.5";"";"";-0.382737473;N Organique;"50";"0.8";stable;"0.681293";"0.681292902";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";394
"5733";"99-30-9";Dicloran;"";Fongicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";395
"1172";"115-32-2";Dicofol;non autorisé;Insecticides;0.0;0.0;"0.0013";"";"";"0.28004765";N Organique;"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";396
"5525";"141-66-2";Dicrotophos;non autorisé;Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";397
"6696";"112636-83-6";Dicyclanil;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";398
"5734";"77-73-6";Dicyclopentadiene;"";Répulsifs;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";399
"2847";"56046-17-4";Didemethylisoproturon;"";Métabolites;0.0;0.0;"0.32";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";400
"1173";"60-57-1";Dieldrine;non autorisé;Insecticides;0.0;0.01;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";401
"5613";"2227-17-0";Dienochlore;non autorisé;Insecticides;0.0;0.0;"";"";"";"2.740286252";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";402
"5735";"38727-55-8";Diethatyl ethyl;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";403
"1402";"87130-20-9";Diéthofencarbe;non autorisé;Fongicides;0.0;0.0;"";"";"";"1.087566016";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";404
"2982";"56073-07-5";Difenacoum;"";Antiparasitaire;0.0;0.0;"";"";"";-1.864898284;"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";405
"5614";"957-51-7";Difenamide;non autorisé;Herbicides;0.0;0.0;"";"";"";"2.478285541";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";406
"1905";"119446-68-3";Difénoconazole;"";Fongicides;0.0;0.0;"0.6";"";"";"0.819640612";N Organique;"46";"15";inst;"0.120347";"0.121283556";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";407
"5524";"14214-32-5";Difenoxuron;non autorisé;Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";408
